,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
663,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,1,"#SSRians are a unique brand. They are bound by the sole aim of delivering justice to #SushantSinghRajput.

Fearless, outspoken, idealistic.

Respect!","['SSRians', 'SushantSinghRajput']"
664,shoos4u,🍁💫,,1301,1894,461778,2,"@oyevivekk This is what NASA scientist&amp;International Space University of France had to say about #SushantSinghRajput
He was in touch with top 10 scientists of world.He owned an AI-MR-VR based company called Innsaei Ventures @OnInnsaei.
Was an AIEEE 7 who left his Stanford scholarship to act https://t.co/7HD3kvu5VU",['SushantSinghRajput']
665,ModifiedSaurav,"यतो धर्मस्ततो जय:🙏🏻 आदरणीय श्री @narendramodi जी, We Request You, Kindly direct CBI to file IPC 302 in Sushant Singh Rajput @itsSSR MURDER Case.","Bharat, a Union of States.",5,316,9581,424,".
Haven’t came across such a beautiful pencil sketch of Sushant Singh Rajput @itsSSR yet !

A tribute by Shri Sandeep Verma, IAS. It was on display at his exhibition of amazing pencil sketches today at Jawahar Kala Kendra, Jaipur.

#SushantSinghRajput 
@IASassociation https://t.co/2CF9yLOeL0",[]
666,shoos4u,🍁💫,,1301,1894,461778,2,"@oyevivekk U got no Vivek,knowledge&amp;shame
This is what USSRC,LIGO scientist&amp;astrophysicist Karan Jani who recently discovered a black hole&amp;US Space Camp had to say abt #SushantSinghRajput
SSR was 1 of the only 2 artistes in world to have his photo framed on NASA wall
https://t.co/Eim2IrUTtO https://t.co/7enkc22Tyg",[]
667,DasJhimli,,,200,231,42008,160,"Always trust your instincts, they are messages from your soul, they are that inner part of you that strives to make you whole.
#SushantSinghRajput  will definitely get justice!!
SSR Justice Is Basic Right https://t.co/hvcDmI74FH",[]
668,itsdeleena,"being carefull... is the problem.. you need to learn how not to be carefull.

back up @deleenaSpeaks",India,265,1673,51683,160,"Always trust your instincts, they are messages from your soul, they are that inner part of you that strives to make you whole.
#SushantSinghRajput  will definitely get justice!!
SSR Justice Is Basic Right https://t.co/hvcDmI74FH",[]
669,Sixfire8,Here for justice4SSR.,,557,369,16264,15,"14/06/20 - #SushantSinghRajput
14/07/20 - #MahaCMCBIForSSR
14/08/20 - #2MonthsOfSSRMurder
14/09/20 - #Flag4SSR
14/10/20 - #ProtestInBihar4SSR 
                  #MannKiBaat4SSR
14/11/20 - #YeDiwaliSushantWali
14/12/20 - #Oath4SSR   1/2

SSR Justice Is Basic Right https://t.co/sQ3VDxWAu9","['SushantSinghRajput', 'MahaCMCBIForSSR', '2MonthsOfSSRMurder', 'Flag4SSR']"
670,Shivani0821,"SSRIAN 🥰
Maratha 
Hindu
backup account",,315,283,25581,15,"14/06/20 - #SushantSinghRajput
14/07/20 - #MahaCMCBIForSSR
14/08/20 - #2MonthsOfSSRMurder
14/09/20 - #Flag4SSR
14/10/20 - #ProtestInBihar4SSR 
                  #MannKiBaat4SSR
14/11/20 - #YeDiwaliSushantWali
14/12/20 - #Oath4SSR   1/2

SSR Justice Is Basic Right https://t.co/sQ3VDxWAu9","['SushantSinghRajput', 'MahaCMCBIForSSR', '2MonthsOfSSRMurder', 'Flag4SSR']"
671,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,1,"This beautiful boy faced a lot of torment in the last year of his life because crooks intruded his life and hijacked it.

His life was cut short by evil conspirators.
His death must be avenged. God will avenge.

#SushantSinghRajput, your pain pervades the universe. https://t.co/vhzJ4ViEVa",[]
672,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,1,"'Where's the chemistry?'

Right here - between SSR and his fans. 

And we won't change the answer or pretend to be confused to appease a narcissist like his spineless friend did.

#SushantSinghRajput 
#KoffeeWithKaran",[]
673,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,2,The lead actor of one of the blockbusters of 2019 #Chhichhore got 'so depressed' soon after his film's fab success that a few months later he gave up on life?? Baffling theory. Who is the writer of this shoddy script? Does not add up at all. #SushantSinghRajput lives in our ♥️s,['Chhichhore']
674,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,1,Who harbored such animosity towards #SushantSinghRajput that he became a victim of a wicked conspiracy? Can the CBI unearth this? https://t.co/giCNc86olj,['SushantSinghRajput']
675,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,1,"A popular star suddenly changed demeanor and isolated himself from family and friends. What caused it? Don't tell us it was depression. 

Truth: He wasn't depressed. He loved his sisters. CBI, can you prove what the world already knows?

@ips_nupurprasad 

#SushantSinghRajput https://t.co/XqDQ6CQjEE",[]
676,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,1,"Bollywood has lost its sheen. 
When you watch quietly as an outsider is mercilessly attacked with slander, it shows that behind the pretentious bonhomie o display at award shows, vicious competition thrives. 

#SushantSinghRajput",[]
677,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,4,"Coming to think of it, maybe Parveen Babi became ""schizophrenic"" the same way Sushant became ""bipolar"" - substances mixed in tea, coffee, and water to induce hallucinations and depression ..

Age-old dirty tactic of criminals?

Evil ..

#SushantSinghRajput, you are dearly missed.",[]
678,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,1,"CBI, are you going to keep the family on tenterhooks by delaying the negation of the FIR against Sushant's sister?

Please spare them the misery, prove it to be void and focus on the actual investigation.

#SushantSinghRajput  @ips_nupurprasad",[]
679,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,2,"Blind articles, sabotaged movies, false #MeToo attack.

Around the same time, many projects mysteriously got shelved (CMDK, Takadum, Rifleman). 

But, #SushantSinghRajput bounced back after each such plot to break him. Such was his resolve.",['MeToo']
680,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,4,"#SushantSinghRajput proved his detractors wrong when he managed to carve a space for himself in Bollywood without being part of any camps. 

He openly spoke against nepotism and lack of original ideas in BW without fear.",['SushantSinghRajput']
681,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,2,"Will this nation deny him justice and betray him yet again?

#SushantSInghRajput https://t.co/yW0YVDXqvw",['SushantSInghRajput']
682,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,1,"Why would SSR recite this poem in an award show of all places? Was he taking a dig at someone who was present there?

#SushantSinghRajput https://t.co/hRNYI3Eq1Y",[]
683,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,1,"It's baffling - Why is Bollywood rallying behind this actress with a vengeance? What have they got to gain by protecting her?

That they choose to stay silent as #SushantSInghRajput  is maligned but smash patriarchy shows their double standards.

https://t.co/owfO8U7hMy",[]
684,bhawnab12092209,Love God,,61,57,14561,160,"Always trust your instincts, they are messages from your soul, they are that inner part of you that strives to make you whole.
#SushantSinghRajput  will definitely get justice!!
SSR Justice Is Basic Right https://t.co/hvcDmI74FH",[]
685,ashwinikucchu,"Mohabbat mein nahi hai fark jeene aur marne ka, usiko dekhkar jeete hai jis kaafir pe dum nikle! - Sushant Singh Rajput ❤❤❤",Where Sushant is among stars ,68,58,989,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
686,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,2,"Hear the truth about #SushantSinghRajput from a colleague.

""Inspiration""
""Constantly about self-improvement""
""Believed in the concept of #Chhichhore that 'Apne life ki khushiyaan aur apne life ke labels aap khud decide karte hain'""

https://t.co/VnXzkwCPFJ",['SushantSinghRajput']
687,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,2,"If Pata Nahi is innocent, what compelled him to blatantly lie about #SushantSinghRajput's height on prime time news?

@ips_nupurprasad 

#JusticeForSushantSinghRajput",['SushantSinghRajput']
688,Sam52182730,ssr,,2,0,19,3,"Yes, please add #Evilsisters names in FIR by CBI. Expose the real culprits!!
#JusticeForSushantSinghRajput 
#WorldRecord4SSR
#SushantSinghRajput https://t.co/MbgRjrLHay https://t.co/8Tq43cDutX","['Evilsisters', 'JusticeForSushantSinghRajput']"
689,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,1,The plot was not just to eliminate #SushantSinghRajput (for reasons which CBI will hopefully reveal) but to vitiate his memory by projecting him as 'depressed' and 'bipolar'.,['SushantSinghRajput']
690,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,3,"To find out who was behind the plot to isolate and destroy #SushantSinghRajput in the last year of his life, CBI needs to go into other orchestrated attacks on him - blind articles, #MeToo, #Sonchiriya debacle, #Drive, #Paani, #CMDK, #Rifleman.

There's got to be a connection.",['SushantSinghRajput']
691,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,3,"A cold-blooded conspiracy was hatched by enemies to ruin and defame India's rising star #SushantSinghRajput. 

He was hard-working, talented, and unmatched in his acting potential. 

But they called him a 'depressed druggie'. 

God will avenge him. It is the prayer of millions.",['SushantSinghRajput']
692,DuttaAnjalina,"I'm a Bangali 
I'm quite foodie
love to wear sarees
love to read story books📚📔
so much queries about our universe🌑🌍🔭🌗",West Bengal Kolkata Newtown,69,11,42,65,My dear friend. You made the future comprehensible and the past malleable. My self expanded with you. I felt understood by you. I wish I had said this to you more often. I needed you. #SushantSinghRajput https://t.co/wRINF5IH02,[]
693,UrsTruly__Pavan,Die Heart Fan Of Prabhas😘😘😘,"Vishakhapatnam, India",34,128,73564,1,"First ₹ 20Cr Opening in Hindi:

2011: #SalmanKhan.
2012: #HrithikRoshan.
2013: #ShahRukhKhan, #RanbirKapoor, #AamirKhan.
2014: #AjayDevgn.
2016: #SushantSinghRajput.
2017: #Prabhas.
2018: #TigerShroff, #AkshayKumar, #JohnAbraham, #Rajinikanth, #RanveerSingh.
2019: #ShahidKapoor.","['SalmanKhan', 'HrithikRoshan', 'ShahRukhKhan', 'RanbirKapoor']"
694,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,1,"This is just a reminder, dear CBI!

Justice is still pending for this gentle personality who gifted a handful of potent performances to Indian cinema. 

Hope you can give closure to millions around the world by delivering justice to #SushantSinghRajput. https://t.co/SKnflcHeGY",[]
695,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,1,"Reprising paras from my Tumblr post:
#SushantSinghRajput’s choice of roles was unusual. At the end of 3 out of the 11 movies that he did (#KaiPoChe, #Kedarnath, #Sonchiriya), the character he portrayed dies tragically (but heroically) in the quest to save someone else’s life.",['SushantSinghRajput']
696,MSD_AK_AA_SSR,,,50,49,3100,0,"@ChennaiIPL 💥7️⃣ is not just a number it's a Emotion.💥💥
#MSDhoni #SushantSinghRajput https://t.co/scoe0zRXcy","['MSDhoni', 'SushantSinghRajput']"
697,iammad_rj,"Non-Residential Bihari  😘
Justice 4 SSR!!!!
Shiva Bhakt!!
Doodle Artist ❤",हिंदुस्तान,246,1404,127480,15,"14/06/20 - #SushantSinghRajput
14/07/20 - #MahaCMCBIForSSR
14/08/20 - #2MonthsOfSSRMurder
14/09/20 - #Flag4SSR
14/10/20 - #ProtestInBihar4SSR 
                  #MannKiBaat4SSR
14/11/20 - #YeDiwaliSushantWali
14/12/20 - #Oath4SSR   1/2

SSR Justice Is Basic Right https://t.co/sQ3VDxWAu9","['SushantSinghRajput', 'MahaCMCBIForSSR', '2MonthsOfSSRMurder', 'Flag4SSR']"
698,sonic_moh,B positive. My blood group. My outlook.,SSR Planet,1044,590,36283,2,An entire village may have been involved in making this piece of art; as with other movies. But no one can deny that this was an out-and-out #SushantSinghRajput power-packed performance. He manifested the titular detective character like no other can. https://t.co/f4oyQ9Whcf,[]
699,nik_sheri,A fan of Photon and seeking for justice that is my identity,,768,409,15553,103,"Sushant spitting facts. 
‘Aapke baare mein discussions honge aapke bina pooche, aur sab ganda bolenge.. Kuch bhi bolenge..’ 🙂🙃

Reminds me of his saying ‘Jaane do sir, kaam bolega.’ 
#SushantSinghRajput https://t.co/UWhgjNT1H4",[]
700,cutipiesushi,"Ssrian💞

#justiceforsushantsinghrajput
#justicefordishasalian",,544,560,32513,15,"14/06/20 - #SushantSinghRajput
14/07/20 - #MahaCMCBIForSSR
14/08/20 - #2MonthsOfSSRMurder
14/09/20 - #Flag4SSR
14/10/20 - #ProtestInBihar4SSR 
                  #MannKiBaat4SSR
14/11/20 - #YeDiwaliSushantWali
14/12/20 - #Oath4SSR   1/2

SSR Justice Is Basic Right https://t.co/sQ3VDxWAu9","['SushantSinghRajput', 'MahaCMCBIForSSR', '2MonthsOfSSRMurder', 'Flag4SSR']"
701,swapna31639281,i dream of you you live me 💔🦋💫💥,"Hyderabad, India",101,389,103279,160,"Always trust your instincts, they are messages from your soul, they are that inner part of you that strives to make you whole.
#SushantSinghRajput  will definitely get justice!!
SSR Justice Is Basic Right https://t.co/hvcDmI74FH",[]
702,River76662326,warrior for SSR 🦋💫💥🌪️🪐🌒,,21,91,14849,160,"Always trust your instincts, they are messages from your soul, they are that inner part of you that strives to make you whole.
#SushantSinghRajput  will definitely get justice!!
SSR Justice Is Basic Right https://t.co/hvcDmI74FH",[]
703,sweetheart_087,Truth is like the Sun. 💫,India,12,6,1108,2,"Itni mushkil job.
😭😭

#SushantSinghRajput #MSDhoni https://t.co/DV6W2JkQ4t","['SushantSinghRajput', 'MSDhoni']"
704,Its_Sayma,"Ye Lamha Jo Thehra Hai Mera Hain Ye Tera Hai ♡🌝 




























































@itsSSR ♥







































.",,210,345,46018,15,"14/06/20 - #SushantSinghRajput
14/07/20 - #MahaCMCBIForSSR
14/08/20 - #2MonthsOfSSRMurder
14/09/20 - #Flag4SSR
14/10/20 - #ProtestInBihar4SSR 
                  #MannKiBaat4SSR
14/11/20 - #YeDiwaliSushantWali
14/12/20 - #Oath4SSR   1/2

SSR Justice Is Basic Right https://t.co/sQ3VDxWAu9","['SushantSinghRajput', 'MahaCMCBIForSSR', '2MonthsOfSSRMurder', 'Flag4SSR']"
705,sweetheart_087,Truth is like the Sun. 💫,India,12,6,1108,1,"Handsome 😎😎😍😍

#SushantSinghRajput #MSDhoni https://t.co/Xtu42ubMvi","['SushantSinghRajput', 'MSDhoni']"
706,Divya4SSR,"Photon in a double-slit 💥- @itsSSR @intoxillectual

#justiceforsushant🙏
#Warrior4SSR🇮🇳
#boycottbullywood🚫 







Website- https://t.co/24aPWQi1JR",SSR world,913,1498,34439,15,"14/06/20 - #SushantSinghRajput
14/07/20 - #MahaCMCBIForSSR
14/08/20 - #2MonthsOfSSRMurder
14/09/20 - #Flag4SSR
14/10/20 - #ProtestInBihar4SSR 
                  #MannKiBaat4SSR
14/11/20 - #YeDiwaliSushantWali
14/12/20 - #Oath4SSR   1/2

SSR Justice Is Basic Right https://t.co/sQ3VDxWAu9","['SushantSinghRajput', 'MahaCMCBIForSSR', '2MonthsOfSSRMurder', 'Flag4SSR']"
707,sweetheart_087,Truth is like the Sun. 💫,India,12,6,1108,3,"Maahi ke exams shuru ho chuke the.

Look at his eyelashes ❤️❤️❤️

#SushantSinghRajput #MSDhoni https://t.co/6Fv78VeoSB","['SushantSinghRajput', 'MSDhoni']"
708,sweetheart_087,Truth is like the Sun. 💫,India,12,6,1108,3,"Look at this cute baccha.

#SushantSinghRajput #MSDhoni https://t.co/MCHdI9esZc","['SushantSinghRajput', 'MSDhoni']"
709,SS4Sushant,So-Called Engineer 🤓,,563,542,39933,15,"14/06/20 - #SushantSinghRajput
14/07/20 - #MahaCMCBIForSSR
14/08/20 - #2MonthsOfSSRMurder
14/09/20 - #Flag4SSR
14/10/20 - #ProtestInBihar4SSR 
                  #MannKiBaat4SSR
14/11/20 - #YeDiwaliSushantWali
14/12/20 - #Oath4SSR   1/2

SSR Justice Is Basic Right https://t.co/sQ3VDxWAu9","['SushantSinghRajput', 'MahaCMCBIForSSR', '2MonthsOfSSRMurder', 'Flag4SSR']"
710,sweetheart_087,Truth is like the Sun. 💫,India,12,6,1108,4,"Excuse me Sir, hard ball se dar nahi lagta hamen. Thank You Sir.
Banerjee Sir was impressed

#SushantSinghRajput #MSDhoni https://t.co/JA2fL6RxDB",['SushantSinghRajput']
711,RajKArya9,Motivated! lil demon,"Bengaluru, India",1614,681,5953,15,"14/06/20 - #SushantSinghRajput
14/07/20 - #MahaCMCBIForSSR
14/08/20 - #2MonthsOfSSRMurder
14/09/20 - #Flag4SSR
14/10/20 - #ProtestInBihar4SSR 
                  #MannKiBaat4SSR
14/11/20 - #YeDiwaliSushantWali
14/12/20 - #Oath4SSR   1/2

SSR Justice Is Basic Right https://t.co/sQ3VDxWAu9","['SushantSinghRajput', 'MahaCMCBIForSSR', '2MonthsOfSSRMurder', 'Flag4SSR']"
712,sweetheart_087,Truth is like the Sun. 💫,India,12,6,1108,11,"Just tell him I'll Go
Wo poori tarah se tayyar tha

#SushantSinghRajput #MSDhoni https://t.co/3WnAF3vTjL","['SushantSinghRajput', 'MSDhoni']"
